ID,SENTENCE,FOS CODE,SL. No. Figure of Speech Class Label
MMD1074,"ত্যজি সে উদ্যান, বলী সৌমিত্রী-কেশরী চলিলা, শিবিরে যথা রিরাজেন প্রভু রঘু-রাজ; অতি দ্রুতে চলিলা সুমতি, হেরি মৃগরাজে বনে, ধায় ব্যাধ যথা, অস্ত্রালয়ে—বাছি বাছি লইতে সত্বরে তীক্ষ্ণতর প্রহরণ নশ্বর-সংগ্রামে।",,
MMD1075,"কতক্ষণে মহাযশাঃ উত্তরিল যথা, রঘুরথী।",,
MMD1076,"পদযুগে নমি, নমস্কারি মিত্রবর বিভীষণে, কহিলা সুমতি;— “কৃতকার্য্য আজি, দেব, তব আশীর্ব্বাদে চিরদাস!",,
MMD1077,"স্মরি পদ, প্রবেশি কাননে, পূজিনু চামুণ্ডে, প্রভু, সুবর্ণ-দেউলৈ।",,
MMD1078,"ছলিতে দাসেরে সতী কত যে পাতিলা মায়াজাল, কেমনে তা নিবেদি চরণে, মূঢ় আমি?",,
MMD1079,"চন্দ্রচূড়ে দেখিনু দুয়ারে রক্ষক; ছাড়িলা পথ বিনা রণে তিনি তব পুণ্যবলে, দেব, মহোরগ যথা যায় চলি হতবল মহৌষধ-গুণে।",,
MMD1080,পশিল কাননে দাস; আইল গর্জ্জিয়া সিংহ; বিমুখিনু তাহে; ভৈরব-হুঙ্কারে বহিল তুমুল ঝড়!,,
MMD1081,কালাগ্নি-সদৃশ দানবাগ্নি বেড়িল দেশ; পুড়িল চৌদিকে বনরাজী; কতক্ষণে নিবিলা আপনি বায়ুসখা; রায়ুদেব গেলা চলি দূরে।,,
MMD1082,"সুরবালাদলে এবে দেখিনু সম্মুখে কুঞ্জবন-বিহারিণী; কৃতাঞ্জলি-পুটে, পূজি, বর মাগি দেব, বিদাইনু সবে।",,
MMD1083,"অদূরে শোভিল বনে দেউল, উজলি সুদেশ!",,
MMD1084,"সরসে পশি, অবগাহি দেহ, নীলোৎপলাঞ্জলি দিয়া পুজিনু মায়েরে ভক্তিভাবে।",,
MMD1085,"আবির্ভাবি বর দিলা মায়া কহিলেন দয়াময়ী;—‘সুপ্রসন্ন আজি রে সতী-সুমিত্রা-সুত, দেব-দেবী যত তোর প্রতি।",,
MMD1086,"দেব-অস্ত্র প্রেরিয়াছে তোরে বাসব; আপনি আমি আসিয়াছি হেথা সাধিতে এ কার্য্য তোর, শিবের আদেশে।",,
MMD1087,"ধরি দেব-অস্ত্র, বলি!",,
MMD1088,"বিভীষণে লয়ে, যা চলি নগর-মাঝে, যথায় রাবণি, নিকুম্ভিলা যজ্ঞাগারে, পূজে বৈশ্বানরে।",,
MMD1089,"সহসা, শার্দ্দূলাক্রমে আক্রমি রাক্ষসে, নাশ তারে, মোর বরে পশিবি দুজনে অদৃশ্য; পিধানে যথা অসি, আবরিব মায়াজালে আমি দোঁহে।",,
MMD1090,"নির্ভয়-হৃদয়ে যা চলি, রে যশস্বি!",,
MMD1091,"—কি ইচ্ছা তব, কহ, নৃমণি?",,
MMD1092,"পোহায় রাতি, বিলম্ব না সহে।",,
MMD1093,"মারি রাবণিরে, দেব, দেহ আজ্ঞা দাসে।”",,
MMD1094,"উত্তরিলা রঘুনাথ; “হায় রে, কেমনে— যে কৃতান্ত-দূতে দূরে হেরি, ঊর্দ্ধশ্বাসে ভয়াকুল জীবকুল ধায় বায়ুবেগে প্রাণ লয়ে; দেব-নর ভস্ম যার বিষে,— কেমনে পাঠাই তোরে সে সর্প-বিবরে, প্রাণাধিক?",,
MMD1095,নাহি কাজ সীতায় উদ্ধারি।,,
MMD1096,"বৃথা, হে জলধি!",,
MMD1097,"আমি বাঁধিমু তোমারে; অসংখ্য রাক্ষসগ্রাম বধিনু সংগ্রামে; আনিনু রাজেন্দ্রদলে এ কনকপুরে সসৈন্যে; শোণিতস্রোতঃ, হায়, অকারণে, বরিষার জলসম, আর্দ্রিল মহীরে।",,
MMD1098,"রাজ্য, ধন, পিতা, মাতা, স্ববন্ধুবান্ধবে— হারাইনু ভাগ্যদোষে; কেবল আছিল অন্ধকার-ঘরে দীপ মৈথিলী; তাহারে (হে বিধি, কি দোষে দাস দোষী তব পদে?",,
MMD1099,নিবাইল দুরদৃষ্ট!,,
MMD1100,"কে আর আছে রে আমার সংসারে, ভাই, যার মুখ দেখে রাখি এ পরাণ আমি?",,
MMD1101,থাকি এ সংসারে?,,
MMD1102,"চল ফিরি, পুনঃ মোরা যাই বনবাসে, লক্ষ্মণ!",,
MMD1103,"কুক্ষণে ভুলি আশার ছলনে, এ রাক্ষসপুরে, ভাই, আইনু আমরা।”",,
MMD1104,"উত্তরিলা বীরদর্পে সৌমিত্রি-কেশরী; “কি কারণে, রঘুনাথ!",,
MMD1105,সভয় আপনি এত?,,
MMD1106,"দৈববলে বলী যে জন, কাহারে ডরে সে ত্রিভুবনে?",,
MMD1107,দেব-কুলপতি সহস্রাক্ষ পক্ষ তব; কৈলাস-নিবাসী বিরূপাক্ষ; শৈলবালা ধর্ম্ম সহায়িনী।,,
MMD1108,দেখ চেয়ে লক্ষাপানে; কালমেঘ-সম দেবক্রোধ আবরিছে স্বর্ণময়ী আভা— চারিদিকে!,,
MMD1109,"দেব-হাস্য উজলিছে, দেখ, এ তব শিবির, প্রভু!",,
MMD1110,"আদেশ দাসেরে, ধরি দেব-অস্ত্র আমি পশি রক্ষোগৃহে; অবশ্য নাশিব রক্ষে ও পদ-প্রসাদে।",,
MMD1111,"বিজ্ঞতম তুমি, নাথ!",,
MMD1112,কেন অবহেল দেব-আজ্ঞা?,,
MMD1113,"ধর্ম্মপথে সদা গতি তব, এ অধর্ম্ম-কার্য্য, আর্য্য, কেন কর আজি?",,
MMD1114,কে কোথা মঙ্গলঘট ভাঙ্গে পদাঘাতে?”,,
MMD1115,"কহিলা মধুরভাষে বিভীষণ বলী মিত্র;— “যা কহিলা সত্য, রাঘবেন্দ্র রথী।",,
MMD1116,"দুরন্ত কৃতান্ত-দূত-সম পরাক্রমে রাবণি, বাসব-ত্রাস অজেয় জগতে।",,
MMD1117,কিন্তু বৃথা ভয় আজি করি মোরা তারে।,,
MMD1118,"স্বপনে দেখিনু আমি, রঘুকুলমণি!",,
MMD1119,"রক্ষঃকুল-রাজলক্ষ্মী, শিরোদেশে বসি, উজলি শিবির, দেব, বিমল কিরণে, কহিলা অধীনে সাধ্বী,—‘হায়!",,
MMD1120,"মত্ত মদে ভাই তোর, বিভীষণ!",,
MMD1121,"এ পাপ-সংসারে কি সাধে করি রে বাস, কলুষদ্বেষিণী আমি?",,
